 Created on 12Nov2024 at 16:38:55 
    13    13    13
  2197    40
    0.500000
   -0.136785    0.101262    0.985412
   -0.175129   -0.012336    0.984468
    0.083295    0.002021    0.996523
    0.148860   -0.021542    0.988624
   -0.010427    0.042610    0.999037
   -0.054226    0.206283    0.976989
    0.044468   -0.030807    0.998536
    0.039463   -0.089676   -0.995189
   -0.167339    0.027136   -0.985526
    0.026722   -0.100393   -0.994589
   -0.030779    0.070178   -0.997060
    0.005427    0.109616   -0.993959
    0.078776    0.096830   -0.992179
    0.073419    0.061853    0.995381
    0.038399   -0.126061   -0.991279
    0.046465    0.130858    0.990312
    0.245874   -0.055795   -0.967695
   -0.005265   -0.091124   -0.995826
   -0.211843    0.000966   -0.977303
   -0.068963   -0.093511   -0.993227
    0.077694   -0.010114   -0.996926
   -0.017200    0.034502    0.999257
    0.067986    0.101238    0.992537
   -0.124441   -0.008544    0.992190
   -0.035036    0.053770    0.997938
   -0.013113   -0.067328    0.997645
    0.059682    0.090420   -0.994114
   -0.068315    0.000771   -0.997664
   -0.074820    0.116732   -0.990341
   -0.118967    0.038156    0.992165
   -0.089085    0.014786   -0.995914
    0.096144    0.085229    0.991712
   -0.025122    0.010555    0.999629
    0.057355   -0.029080    0.997930
   -0.036995   -0.247889    0.968082
   -0.111473    0.096996   -0.989023
    0.241886   -0.047898   -0.969122
   -0.009308   -0.103380   -0.994598
    0.122464   -0.036070   -0.991817
   -0.040171   -0.075090    0.996367
    0.099008   -0.130856    0.986445
   -0.226394   -0.069063    0.971584
    0.088729   -0.124382    0.988259
    0.042175   -0.135879    0.989827
    0.001572    0.180565    0.983562
   -0.140252    0.028147   -0.989716
   -0.175682    0.090004   -0.980324
    0.198371   -0.066524   -0.977867
   -0.135323    0.020632   -0.990587
    0.064165    0.044435    0.996950
   -0.040354    0.010559   -0.999130
   -0.081823    0.171672    0.981750
    0.155814    0.000355    0.987786
   -0.310151   -0.112787   -0.943973
    0.095412   -0.105658   -0.989815
    0.060603    0.050109   -0.996903
    0.027145    0.079116   -0.996496
   -0.025052    0.031224   -0.999198
    0.073403    0.158851   -0.984570
   -0.128959    0.004013    0.991642
    0.091128   -0.036336    0.995176
    0.008922    0.110483    0.993838
   -0.043135   -0.108144    0.993199
    0.001039   -0.085721    0.996319
    0.059662    0.058742   -0.996489
    0.098941   -0.158574   -0.982377
   -0.050799    0.042834    0.997790
   -0.102662   -0.041985   -0.993830
   -0.281395   -0.033178    0.959018
    0.045793   -0.075327    0.996107
   -0.036975    0.082474    0.995907
   -0.041248   -0.049583    0.997918
    0.207631   -0.211793    0.955004
   -0.100404   -0.023497   -0.994669
    0.012085    0.029045   -0.999505
   -0.132423   -0.087629   -0.987312
    0.169548   -0.035726   -0.984874
   -0.166099   -0.099115   -0.981115
    0.053461   -0.083002    0.995114
   -0.057013    0.331969    0.941566
    0.046018    0.099383    0.993985
   -0.179831   -0.162647    0.970158
   -0.002896    0.087636   -0.996148
   -0.067948    0.176382   -0.981974
    0.037055    0.064471   -0.997231
    0.109225    0.007878   -0.993986
    0.161368   -0.117724    0.979848
    0.050237   -0.151088   -0.987243
   -0.092192    0.031043    0.995257
   -0.019771    0.006108    0.999786
   -0.021625    0.004746    0.999755
    0.009007   -0.130807   -0.991367
    0.070482    0.084252   -0.993949
   -0.049731    0.196843   -0.979173
    0.042297    0.195426   -0.979806
    0.274826   -0.077120   -0.958396
   -0.017688    0.181009    0.983322
    0.057421   -0.010972    0.998290
   -0.045055    0.021303    0.998757
    0.020134    0.030291    0.999338
    0.215760    0.212999    0.952932
    0.017416   -0.069762    0.997412
   -0.008793   -0.063006   -0.997974
   -0.224284   -0.125245   -0.966442
   -0.104317   -0.023854    0.994258
    0.013012    0.104635    0.994426
   -0.002349   -0.000565    0.999997
   -0.050455   -0.001722    0.998725
   -0.039826    0.134335    0.990135
   -0.191695    0.069458    0.978994
   -0.199255    0.177414   -0.963754
   -0.198740   -0.040997   -0.979194
    0.018114    0.008349   -0.999801
    0.021782    0.008433   -0.999727
    0.126663   -0.001485   -0.991945
   -0.001233    0.050764   -0.998710
    0.166805   -0.125498    0.977970
    0.080898    0.069825   -0.994274
    0.152099    0.030482   -0.987895
    0.064360   -0.159817   -0.985046
    0.131314   -0.122706   -0.983717
   -0.033050    0.092199   -0.995192
   -0.043982   -0.059336   -0.997269
    0.072321   -0.011565   -0.997314
    0.049653   -0.046968    0.997662
    0.084795   -0.147514    0.985418
   -0.051288   -0.015946    0.998557
    0.000594   -0.004950    0.999988
   -0.075934   -0.011659    0.997045
    0.056654   -0.088427    0.994470
   -0.067918    0.131153   -0.989033
    0.136635    0.128482    0.982254
    0.175910    0.114513   -0.977723
    0.063845   -0.019466    0.997770
   -0.046972   -0.006943    0.998872
   -0.045052   -0.172436    0.983990
   -0.075094   -0.146378    0.986374
   -0.150408    0.031356    0.988127
    0.005009    0.075954   -0.997099
   -0.139372    0.053181    0.988811
    0.039337    0.074887   -0.996416
    0.061294   -0.131394   -0.989434
   -0.188930   -0.012210   -0.981915
   -0.057220    0.016378    0.998227
   -0.039483   -0.110054    0.993141
    0.061596    0.125743    0.990149
    0.114356   -0.203228   -0.972431
   -0.034792    0.057107    0.997762
    0.108180    0.111601   -0.987847
    0.156741   -0.043522   -0.986680
    0.060557   -0.030186   -0.997708
   -0.026353   -0.127399   -0.991501
    0.109855   -0.121434   -0.986502
   -0.115965    0.109333   -0.987217
    0.024481   -0.064307    0.997630
    0.011289    0.119608    0.992757
    0.089879    0.031490   -0.995455
   -0.003773   -0.003184   -0.999988
   -0.051569    0.078247   -0.995599
    0.188216   -0.028086   -0.981726
   -0.020439   -0.022786   -0.999531
   -0.096466    0.114564   -0.988721
   -0.009239   -0.032250    0.999437
    0.078394    0.002322    0.996920
   -0.108372   -0.066237    0.991901
    0.044578   -0.063454    0.996989
   -0.013789    0.015617    0.999783
    0.058793   -0.038458    0.997529
   -0.023257   -0.041973   -0.998848
   -0.021823   -0.178532   -0.983692
    0.162941   -0.107629    0.980748
    0.248590   -0.026550   -0.968245
    0.051291    0.077685   -0.995658
    0.029844   -0.085040   -0.995930
    0.057502   -0.035698   -0.997707
    0.014421    0.033466   -0.999336
   -0.203613    0.040196    0.978226
    0.067177    0.124976    0.989883
    0.114758   -0.025898    0.993056
    0.044080   -0.033191    0.998476
   -0.029970   -0.082245    0.996161
    0.111132   -0.155556    0.981556
   -0.115692    0.040041   -0.992478
   -0.154162    0.084461   -0.984429
   -0.040472    0.042224    0.998288
    0.017198   -0.007373   -0.999825
    0.046989   -0.014902    0.998784
    0.068012   -0.008683    0.997647
    0.069537   -0.033161    0.997028
    0.103705   -0.044094    0.993630
   -0.007874   -0.142919   -0.989703
   -0.128811   -0.049502   -0.990433
   -0.076254    0.068161   -0.994756
